"query","intent","entities"
"Prof. Smith CS101 lecture notes","find_general_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('lecture notes', 'content_type')]"
"Dr. Amoako slides 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('slides', 'content_type')]"
"CHEM102 slides week 10","find_lecture_materials","[('CHEM102', 'course'), ('10', 'week'), ('slides', 'content_type')]"
"Prof. Lee CS101 slides","find_general_materials","[('Prof. Lee', 'professor'), ('CS101', 'course'), ('slides', 'content_type')]"
"CS101 assignments week 9","find_lecture_materials","[('CS101', 'course'), ('9', 'week'), ('assignments', 'content_type')]"
"Dr. Johnson PHYS301 lecture notes","find_general_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('lecture notes', 'content_type')]"
"Prof. Lee slides 2022","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Dr. Garcia PHYS301 week 4 solutions","find_lecture_materials","[('Dr. Garcia', 'professor'), ('PHYS301', 'course'), ('4', 'week'), ('solutions', 'content_type')]"
"October 2021 readings","find_general_materials","[('readings', 'content_type')]"
"January 2022 slides","find_general_materials","[('slides', 'content_type')]"
"PHYS301 solutions week 7","find_lecture_materials","[('PHYS301', 'course'), ('7', 'week'), ('solutions', 'content_type')]"
"Prof. Lee MATH202 week 4 lecture notes","find_lecture_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('4', 'week'), ('lecture notes', 'content_type')]"
"lecture notes for BIO205","find_general_materials","[('BIO205', 'course'), ('lecture notes', 'content_type')]"
"slides for PHYS301","find_general_materials","[('PHYS301', 'course'), ('slides', 'content_type')]"
"Week 7 lecture notes Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('7', 'week'), ('lecture notes', 'content_type')]"
"Dr. Garcia MATH202 week 2 lecture notes","find_lecture_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('2', 'week'), ('lecture notes', 'content_type')]"
"September 2023 readings","find_general_materials","[('readings', 'content_type')]"
"Dr. Amoako PHYS301 week 7 readings","find_lecture_materials","[('Dr. Amoako', 'professor'), ('PHYS301', 'course'), ('7', 'week'), ('readings', 'content_type')]"
"MATH202 slides week 1","find_lecture_materials","[('MATH202', 'course'), ('1', 'week'), ('slides', 'content_type')]"
"Dr. Johnson CS101 week 9 assignments","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('9', 'week'), ('assignments', 'content_type')]"
"Dr. Garcia CHEM102 week 10 readings","find_lecture_materials","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('10', 'week'), ('readings', 'content_type')]"
"Dr. Johnson readings 2021","find_general_materials","[('Dr. Johnson', 'professor'), ('readings', 'content_type')]"
"Dr. Johnson slides 2021","find_general_materials","[('Dr. Johnson', 'professor'), ('slides', 'content_type')]"
"Dr. Garcia exams 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('exams', 'content_type')]"
"Prof. Smith CS101 week 4 solutions","find_lecture_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('4', 'week'), ('solutions', 'content_type')]"
"Dr. Garcia CS101 solutions","find_general_materials","[('Dr. Garcia', 'professor'), ('CS101', 'course'), ('solutions', 'content_type')]"
"September 2023 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"assignments for CS101","find_assignments","[('CS101', 'course'), ('assignments', 'content_type')]"
"Prof. Smith CS101 readings","find_general_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"Prof. Smith lecture notes 2021","find_general_materials","[('Prof. Smith', 'professor'), ('lecture notes', 'content_type')]"
"Prof. Smith solutions 2022","find_general_materials","[('Prof. Smith', 'professor'), ('solutions', 'content_type')]"
"Prof. Lee slides 2023","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"Prof. Lee BIO205 week 12 exams","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('12', 'week'), ('exams', 'content_type')]"
"CHEM102 assignments week 3","find_lecture_materials","[('CHEM102', 'course'), ('3', 'week'), ('assignments', 'content_type')]"
"Dr. Amoako CS101 week 11 exams","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('11', 'week'), ('exams', 'content_type')]"
"Dr. Garcia MATH202 week 8 readings","find_lecture_materials","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('8', 'week'), ('readings', 'content_type')]"
"BIO205 assignments week 2","find_lecture_materials","[('BIO205', 'course'), ('2', 'week'), ('assignments', 'content_type')]"
"Prof. Lee MATH202 slides","find_general_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('slides', 'content_type')]"
"Week 5 exams Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('5', 'week'), ('exams', 'content_type')]"
"Dr. Amoako BIO205 assignments","find_assignments","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('assignments', 'content_type')]"
"January 2023 readings","find_general_materials","[('readings', 'content_type')]"
"Dr. Johnson MATH202 exams","find_exam_materials","[('Dr. Johnson', 'professor'), ('MATH202', 'course'), ('exams', 'content_type')]"
"Dr. Johnson CS101 lecture notes","find_general_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('lecture notes', 'content_type')]"
"readings for PHYS301","find_general_materials","[('PHYS301', 'course'), ('readings', 'content_type')]"
"CHEM102 lecture notes week 4","find_lecture_materials","[('CHEM102', 'course'), ('4', 'week'), ('lecture notes', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"BIO205 readings week 6","find_lecture_materials","[('BIO205', 'course'), ('6', 'week'), ('readings', 'content_type')]"
"lecture notes for CHEM102","find_general_materials","[('CHEM102', 'course'), ('lecture notes', 'content_type')]"
"Week 9 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('9', 'week'), ('slides', 'content_type')]"
"Prof. Smith slides 2023","find_general_materials","[('Prof. Smith', 'professor'), ('slides', 'content_type')]"
"Dr. Garcia assignments 2022","find_general_materials","[('Dr. Garcia', 'professor'), ('assignments', 'content_type')]"
"PHYS301 assignments week 5","find_lecture_materials","[('PHYS301', 'course'), ('5', 'week'), ('assignments', 'content_type')]"
"CS101 solutions week 11","find_lecture_materials","[('CS101', 'course'), ('11', 'week'), ('solutions', 'content_type')]"
"Dr. Garcia BIO205 week 10 lecture notes","find_lecture_materials","[('Dr. Garcia', 'professor'), ('BIO205', 'course'), ('10', 'week'), ('lecture notes', 'content_type')]"
"Dr. Johnson PHYS301 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('readings', 'content_type')]"
"Prof. Lee PHYS301 readings","find_general_materials","[('Prof. Lee', 'professor'), ('PHYS301', 'course'), ('readings', 'content_type')]"
"MATH202 slides week 11","find_lecture_materials","[('MATH202', 'course'), ('11', 'week'), ('slides', 'content_type')]"
"Prof. Smith PHYS301 exams","find_exam_materials","[('Prof. Smith', 'professor'), ('PHYS301', 'course'), ('exams', 'content_type')]"
"Prof. Lee MATH202 week 1 solutions","find_lecture_materials","[('Prof. Lee', 'professor'), ('MATH202', 'course'), ('1', 'week'), ('solutions', 'content_type')]"
"solutions for BIO205","find_general_materials","[('BIO205', 'course'), ('solutions', 'content_type')]"
"Week 12 lecture notes Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('12', 'week'), ('lecture notes', 'content_type')]"
"Dr. Johnson CS101 readings","find_general_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('readings', 'content_type')]"
"slides for BIO205","find_general_materials","[('BIO205', 'course'), ('slides', 'content_type')]"
"September 2022 lecture notes","find_general_materials","[('lecture notes', 'content_type')]"
"Dr. Johnson solutions 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('solutions', 'content_type')]"
"Week 8 assignments Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('8', 'week'), ('assignments', 'content_type')]"
"CS101 slides week 7","find_lecture_materials","[('CS101', 'course'), ('7', 'week'), ('slides', 'content_type')]"
"Dr. Johnson CS101 week 4 readings","find_lecture_materials","[('Dr. Johnson', 'professor'), ('CS101', 'course'), ('4', 'week'), ('readings', 'content_type')]"
"January 2023 readings","find_general_materials","[('readings', 'content_type')]"
"Dr. Johnson assignments 2022","find_general_materials","[('Dr. Johnson', 'professor'), ('assignments', 'content_type')]"
"Week 7 assignments Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('7', 'week'), ('assignments', 'content_type')]"
"Prof. Smith BIO205 week 7 exams","find_lecture_materials","[('Prof. Smith', 'professor'), ('BIO205', 'course'), ('7', 'week'), ('exams', 'content_type')]"
"Week 3 exams Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('3', 'week'), ('exams', 'content_type')]"
"April 2023 slides","find_general_materials","[('slides', 'content_type')]"
"Dr. Johnson BIO205 solutions","find_general_materials","[('Dr. Johnson', 'professor'), ('BIO205', 'course'), ('solutions', 'content_type')]"
"Dr. Amoako solutions 2021","find_general_materials","[('Dr. Amoako', 'professor'), ('solutions', 'content_type')]"
"Dr. Johnson solutions 2021","find_general_materials","[('Dr. Johnson', 'professor'), ('solutions', 'content_type')]"
"Prof. Lee lecture notes 2022","find_general_materials","[('Prof. Lee', 'professor'), ('lecture notes', 'content_type')]"
"Week 4 solutions Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('4', 'week'), ('solutions', 'content_type')]"
"BIO205 lecture notes week 12","find_lecture_materials","[('BIO205', 'course'), ('12', 'week'), ('lecture notes', 'content_type')]"
"March 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Garcia readings 2021","find_general_materials","[('Dr. Garcia', 'professor'), ('readings', 'content_type')]"
"Dr. Amoako CS101 week 11 assignments","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CS101', 'course'), ('11', 'week'), ('assignments', 'content_type')]"
"CS101 assignments week 10","find_lecture_materials","[('CS101', 'course'), ('10', 'week'), ('assignments', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"PHYS301 slides week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('slides', 'content_type')]"
"Week 5 lecture notes Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('5', 'week'), ('lecture notes', 'content_type')]"
"readings for CHEM102","find_general_materials","[('CHEM102', 'course'), ('readings', 'content_type')]"
"Dr. Johnson PHYS301 week 8 exams","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('8', 'week'), ('exams', 'content_type')]"
"Prof. Smith solutions 2023","find_general_materials","[('Prof. Smith', 'professor'), ('solutions', 'content_type')]"
"Prof. Smith CS101 exams","find_exam_materials","[('Prof. Smith', 'professor'), ('CS101', 'course'), ('exams', 'content_type')]"
"Week 6 lecture notes Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('6', 'week'), ('lecture notes', 'content_type')]"
"March 2021 exams","find_general_materials","[('exams', 'content_type')]"
"exams for CS101","find_exam_materials","[('CS101', 'course'), ('exams', 'content_type')]"
"Prof. Lee slides 2022","find_general_materials","[('Prof. Lee', 'professor'), ('slides', 'content_type')]"
"February 2023 assignments","find_general_materials","[('assignments', 'content_type')]"
"Dr. Amoako CHEM102 week 4 exams","find_lecture_materials","[('Dr. Amoako', 'professor'), ('CHEM102', 'course'), ('4', 'week'), ('exams', 'content_type')]"
"Dr. Garcia MATH202 assignments","find_assignments","[('Dr. Garcia', 'professor'), ('MATH202', 'course'), ('assignments', 'content_type')]"
"readings for MATH202","find_general_materials","[('MATH202', 'course'), ('readings', 'content_type')]"
"Prof. Smith lecture notes 2021","find_general_materials","[('Prof. Smith', 'professor'), ('lecture notes', 'content_type')]"
"MATH202 readings week 12","find_lecture_materials","[('MATH202', 'course'), ('12', 'week'), ('readings', 'content_type')]"
"Prof. Lee BIO205 week 6 exams","find_lecture_materials","[('Prof. Lee', 'professor'), ('BIO205', 'course'), ('6', 'week'), ('exams', 'content_type')]"
"Prof. Smith slides 2023","find_general_materials","[('Prof. Smith', 'professor'), ('slides', 'content_type')]"
"Dr. Amoako lecture notes 2023","find_general_materials","[('Dr. Amoako', 'professor'), ('lecture notes', 'content_type')]"
"PHYS301 exams week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('exams', 'content_type')]"
"Week 5 slides Dr. Garcia","find_lecture_materials","[('Dr. Garcia', 'professor'), ('5', 'week'), ('slides', 'content_type')]"
"September 2022 slides","find_general_materials","[('slides', 'content_type')]"
"solutions for PHYS301","find_general_materials","[('PHYS301', 'course'), ('solutions', 'content_type')]"
"Dr. Garcia CHEM102 assignments","find_assignments","[('Dr. Garcia', 'professor'), ('CHEM102', 'course'), ('assignments', 'content_type')]"
"solutions for CS101","find_general_materials","[('CS101', 'course'), ('solutions', 'content_type')]"
"October 2023 solutions","find_general_materials","[('solutions', 'content_type')]"
"Week 6 lecture notes Prof. Lee","find_lecture_materials","[('Prof. Lee', 'professor'), ('6', 'week'), ('lecture notes', 'content_type')]"
"March 2021 readings","find_general_materials","[('readings', 'content_type')]"
"October 2022 solutions","find_general_materials","[('solutions', 'content_type')]"
"October 2021 assignments","find_general_materials","[('assignments', 'content_type')]"
"Week 4 exams Prof. Smith","find_lecture_materials","[('Prof. Smith', 'professor'), ('4', 'week'), ('exams', 'content_type')]"
"PHYS301 lecture notes week 2","find_lecture_materials","[('PHYS301', 'course'), ('2', 'week'), ('lecture notes', 'content_type')]"
"Dr. Amoako slides 2022","find_general_materials","[('Dr. Amoako', 'professor'), ('slides', 'content_type')]"
"January 2022 readings","find_general_materials","[('readings', 'content_type')]"
"February 2022 assignments","find_general_materials","[('assignments', 'content_type')]"
"assignments for CS101","find_assignments","[('CS101', 'course'), ('assignments', 'content_type')]"
"Prof. Lee CHEM102 solutions","find_general_materials","[('Prof. Lee', 'professor'), ('CHEM102', 'course'), ('solutions', 'content_type')]"
"Dr. Johnson PHYS301 week 6 slides","find_lecture_materials","[('Dr. Johnson', 'professor'), ('PHYS301', 'course'), ('6', 'week'), ('slides', 'content_type')]"
"PHYS301 lecture notes week 12","find_lecture_materials","[('PHYS301', 'course'), ('12', 'week'), ('lecture notes', 'content_type')]"
"Dr. Amoako BIO205 readings","find_general_materials","[('Dr. Amoako', 'professor'), ('BIO205', 'course'), ('readings', 'content_type')]"
